global_step,training/rollout_reward_mean,episode/length,episode/sum_reward,episode/reward/wholebody_hand_clearance,episode/reward/wholebody_arm_clearance,training/v_loss,training/policy_loss,training/entropy_loss,training/sps,rollout/completed_episodes,rollout/done_rate,rollout/termination_step_rate,rollout/timeout_step_rate,rollout/episodes,rollout/termination_rate,rollout/timeout_rate,rollout/pfid/37/episodes,rollout/pfid/37/termination_rate,rollout/pfid/37/timeout_rate,rollout/pfid/38/episodes,rollout/pfid/38/termination_rate,rollout/pfid/38/timeout_rate
24117248,0.3443755507469177,608.362,205.854151212479,-7.36165264278627,-0.16629566088538958,0.08226519823074341,0.006796410772949457,0.08312907069921494,87498.89232117802,40336.0,0.0016724959663722825,0.0008056474768597146,0.0008668484895125679,1753.7391304347825,0.4723157998440099,0.52768420015599,122.52173913043478,1.0,0.0,126.17391304347827,1.0,0.0
25165824,0.3437601327896118,640.327,217.89207938048338,-7.413040044872091,-0.13897445267295255,0.08488087356090546,0.0051321471109986305,0.08252599835395813,87390.74754192775,41888.0,0.0016644795735677083,0.0007988214492797852,0.0008656581242879232,1745.3333333333333,0.4707040590429494,0.5292959409570507,120.875,1.0,0.0,124.08333333333333,1.0,0.0
26214400,0.33033719658851624,623.723,211.8702401218824,-7.892563345683157,-0.21696598858468583,0.10926542431116104,0.005494476296007633,0.08228799700737,87626.97331155288,44209.0,0.0016864395141601562,0.0008016586303710938,0.0008847808837890625,1768.36,0.46759325988674627,0.5324067401132537,120.52,1.0,0.0,122.84,1.0,0.0
27262976,0.3189551532268524,551.83,184.91157881484926,-7.594308209725306,-0.19942475857645062,0.14585529267787933,0.0036556837148964405,0.0824122428894043,87568.96453132064,46697.0,0.0017128357520470251,0.0008144378662109375,0.0008983978858360877,1796.0384615384614,0.46798943799399606,0.5320105620060039,120.53846153846153,1.0,0.0,122.57692307692308,1.0,0.0
28311552,0.32082459330558777,531.898,176.25471679243165,-8.446169963242486,-0.19121112577047625,0.1475205421447754,0.003318436909466982,0.08199566602706909,87440.02029159607,48970.0,0.0017296826397931134,0.000827789306640625,0.0009018933331524884,1813.7037037037037,0.4707311239277376,0.5292688760722625,121.0,1.0,0.0,123.14814814814815,1.0,0.0
29360128,0.3267534375190735,509.464,167.8431821968071,-8.932860360112041,-0.21228719863767145,0.1240583211183548,0.004199650138616562,0.08113905787467957,87429.9471697309,50926.0,0.0017345292227608816,0.0008342606680733817,0.0009002685546875,1818.7857142857142,0.47323714791249777,0.5267628520875023,121.46428571428571,1.0,0.0,122.85714285714286,1.0,0.0
30408704,0.3360600471496582,530.66,175.31752164341975,-8.464749812754919,-0.18693039033461153,0.10789251327514648,0.006345216650515795,0.08041466772556305,87642.60352182837,52460.0,0.0017251639530576509,0.000832623448865167,0.0008925405041924838,1808.9655172413793,0.4754637858458302,0.5245362141541697,119.96551724137932,1.0,0.0,121.86206896551724,1.0,0.0
31457280,0.34016257524490356,576.119,192.5844082266984,-8.656150068871211,-0.2310816826051073,0.09917719662189484,0.00592302531003952,0.07982321828603745,87828.34279922344,53950.0,0.0017150243123372395,0.0008290290832519531,0.0008859952290852864,1798.3333333333333,0.4766172301207679,0.523382769879232,118.63333333333334,1.0,0.0,120.33333333333333,1.0,0.0
32505856,0.3406812250614166,567.718,189.33057359351963,-9.156641826754436,-0.21217967253241604,0.09416787326335907,0.00576444435864687,0.07927163690328598,87586.55899297632,55408.0,0.0017045544039818547,0.0008244053010017642,0.0008801491029800907,1787.3548387096773,0.4771502642922782,0.5228497357077219,117.45161290322581,1.0,0.0,119.96774193548387,1.0,0.0
33554432,0.34010863304138184,636.701,215.0026479018554,-8.55452799321178,-0.22120555455392524,0.0837630182504654,0.005285067018121481,0.07866153120994568,87415.98074642639,56894.0,0.0016955733299255371,0.0008184313774108887,0.0008771419525146484,1777.9375,0.4762029793675993,0.5237970206324007,116.65625,1.0,0.0,118.9375,1.0,0.0
34603008,0.33412837982177734,657.998,223.1956552556511,-9.215246662780643,-0.241783951722184,0.09181594103574753,0.004400908015668392,0.07848387956619263,87463.74953494855,58812.0,0.0016996210271661932,0.0008142066724372633,0.0008854143547289299,1782.1818181818182,0.473021677594492,0.5269783224055081,116.21212121212122,1.0,0.0,118.51515151515152,1.0,0.0
35651584,0.32721731066703796,631.964,213.01918773761764,-8.137512983776512,-0.18010120638781738,0.1027776449918747,0.00430186465382576,0.0782683938741684,87850.81800679029,60826.0,0.0017061233520507812,0.0008135402903837316,0.0008925830616670497,1789.0,0.47123031041949187,0.5287696895805082,116.17647058823529,1.0,0.0,118.70588235294117,1.0,0.0
36700160,0.32605698704719543,618.752,206.9269720964618,-8.98678651087312,-0.2245759934708833,0.09975633025169373,0.004390440881252289,0.07795579731464386,87150.91821386974,62768.0,0.0017102922712053572,0.0008125032697405134,0.0008977890014648437,1793.3714285714286,0.4697571713458616,0.5302428286541385,117.0,1.0,0.0,118.71428571428571,1.0,0.0
37748736,0.3301894962787628,633.291,212.93035445224493,-8.377727719827321,-0.21929685866050352,0.09486858546733856,0.005871551111340523,0.07751895487308502,87741.17192804557,64479.0,0.0017081101735432942,0.0008087158203125,0.0008993943532307943,1791.0833333333333,0.4682188487247049,0.5317811512752952,116.47222222222223,1.0,0.0,118.52777777777777,0.9997519841269842,0.000248015873015873
38797312,0.3376848101615906,627.402,210.4227878630061,-8.299266490319802,-0.18708018274677524,0.08000160753726959,0.005568267777562141,0.07679402828216553,87777.3298922376,65873.0,0.0016978753579629433,0.0008026586996542441,0.0008952166583086993,1780.3513513513512,0.46744919741751506,0.532550802582485,116.1891891891892,1.0,0.0,118.08108108108108,0.9989637746990688,0.0010362253009311834
39845888,0.34246349334716797,645.138,216.35222852516173,-7.910689783785725,-0.1613135677282907,0.07286374270915985,0.0055754464119672775,0.07629237323999405,87469.27591845547,67130.0,0.0016847409700092516,0.0007944608989514803,0.0008902800710577713,1766.578947368421,0.4659296303372945,0.5340703696627056,115.1842105263158,1.0,0.0,116.63157894736842,0.9989910437859354,0.0010089562140645732
40894464,0.34345293045043945,655.198,220.77331095288508,-7.927364308101125,-0.19244919003000222,0.06708718836307526,0.006163420155644417,0.07576410472393036,87425.47367495354,68466.0,0.001674211942232572,0.0007868057642227564,0.0008874061780098157,1755.5384615384614,0.463962756659062,0.536037243340938,114.17948717948718,1.0,0.0,115.74358974358974,0.9990169144580909,0.0009830855419090713
41943040,0.3402782380580902,660.954,223.29939728593942,-7.081336444235705,-0.16577125515880847,0.07720979303121567,0.0059306141920387745,0.07545637339353561,87358.70551387897,69900.0,0.0016665458679199219,0.0007805585861206055,0.0008859872817993164,1747.5,0.46217888997410556,0.5378211100258945,113.425,1.0,0.0,114.7,0.9990414915966387,0.0009585084033613446
